legal_name,last_name,first_name,temp,tags,flip_background,flop_background
John S. McCain,McCain,John S.,John S. McCain,"Republican Party, Arizona, Senator",john_mccain_red.png,john_mccain_blue.png
Carolyn  McCarthy,McCarthy,Carolyn,Carolyn McCarthy,"Democratic Party, New York, US Representative",carolyn_mccarthy_red.png,carolyn_mccarthy_blue.png
James P. McGovern,McGovern,James P.,James P. McGovern,"Democratic Party, Massachusetts, US Representative",james_mcgovern_red.png,james_mcgovern_blue.png
Mitch  McConnell,McConnell,Mitch,Mitch McConnell,"Republican Party, Kentucky, Senator",mitch_mcconnell_red.png,mitch_mcconnell_blue.png
James O. McCrery,McCrery,James O.,James O. McCrery,"Republican Party, Louisiana, US Representative",james_mccrery_red.png,james_mccrery_blue.png
Jim A. McDermott,McDermott,Jim A.,Jim A. McDermott,"Democratic Party, Washington, US Representative",jim_mcdermott_red.png,jim_mcdermott_blue.png
John M. McHugh,McHugh,John M.,John M. McHugh,"Republican Party, New York, US Representative",john_mchugh_red.png,john_mchugh_blue.png
Mike  McIntyre,McIntyre,Mike,Mike McIntyre,"Democratic Party, North Carolina, US Representative",mike_mcintyre_red.png,mike_mcintyre_blue.png
Howard P. McKeon,McKeon,Howard P.,Howard P. McKeon,"Republican Party, California, US Representative",howard_mckeon_red.png,howard_mckeon_blue.png
Michael R. McNulty,McNulty,Michael R.,Michael R. McNulty,"Democratic Party, New York, US Representative",michael_mcnulty_red.png,michael_mcnulty_blue.png
Martin T. Meehan,Meehan,Martin T.,Martin T. Meehan,"Democratic Party, Massachusetts, US Representative",martin_meehan_red.png,martin_meehan_blue.png
Robert  Men√©ndez,Men√©ndez,Robert,Robert Men√©ndez,"Democratic Party, New Jersey, Senator",robert_men„©ndez_red.png,robert_men„©ndez_blue.png
John L. Mica,Mica,John L.,John L. Mica,"Republican Party, Florida, US Representative",john_mica_red.png,john_mica_blue.png
Barbara A. Mikulski,Mikulski,Barbara A.,Barbara A. Mikulski,"Democratic Party, Maryland, Senator",barbara_mikulski_red.png,barbara_mikulski_blue.png
Juanita  Millender-McDonald,Millender-McDonald,Juanita,Juanita Millender-McDonald,"Democratic Party, California, US Representative",juanita_millender-mcdonald_red.png,juanita_millender-mcdonald_blue.png
George  Miller,Miller,George,George Miller,"Democratic Party, California, US Representative",george_miller_red.png,george_miller_blue.png
Alan B. Mollohan,Mollohan,Alan B.,Alan B. Mollohan,"Democratic Party, West Virginia, US Representative",alan_mollohan_red.png,alan_mollohan_blue.png
James P. Moran,Moran,James P.,James P. Moran,"Democratic Party, Virginia, US Representative",james_moran_red.png,james_moran_blue.png
Jerry  Moran,Moran,Jerry,Jerry Moran,"Republican Party, Kansas, Senator",jerry_moran_red.png,jerry_moran_blue.png
Patty  Murray,Murray,Patty,Patty Murray,"Democratic Party, Washington, Senator",patty_murray_red.png,patty_murray_blue.png
John P. Murtha,Murtha,John P.,John P. Murtha,"Democratic Party, Pennsylvania, US Representative",john_murtha_red.png,john_murtha_blue.png
Sue W. Myrick,Myrick,Sue W.,Sue W. Myrick,"Republican Party, North Carolina, US Representative",sue_myrick_red.png,sue_myrick_blue.png
Gregory W. Meeks,Meeks,Gregory W.,Gregory W. Meeks,"Democratic Party, New York, US Representative",gregory_meeks_red.png,gregory_meeks_blue.png
Donald A. Manzullo,Manzullo,Donald A.,Donald A. Manzullo,"Republican Party, Illinois, US Representative",donald_manzullo_red.png,donald_manzullo_blue.png
Gary G. Miller,Miller,Gary G.,Gary G. Miller,"Republican Party, California, US Representative",gary_miller_red.png,gary_miller_blue.png
Dennis  Moore,Moore,Dennis,Dennis Moore,"Democratic Party, Kansas, US Representative",dennis_moore_red.png,dennis_moore_blue.png
Jim  Matheson,Matheson,Jim,Jim Matheson,"Democratic Party, Utah, US Representative",jim_matheson_red.png,jim_matheson_blue.png
Betty Louise McCollum,McCollum,Betty Louise,Betty Louise McCollum,"Democratic Party, Minnesota, US Representative",betty_mccollum_red.png,betty_mccollum_blue.png
Jeff  Miller,Miller,Jeff,Jeff Miller,"Republican Party, Florida, US Representative",jeff_miller_red.png,jeff_miller_blue.png
James  Marshall,Marshall,James,James Marshall,"Democratic Party, Georgia, US Representative",james_marshall_red.png,james_marshall_blue.png
Thaddeus G. McCotter,McCotter,Thaddeus G.,Thaddeus G. McCotter,"Republican Party, Michigan, US Representative",thaddeus_mccotter_red.png,thaddeus_mccotter_blue.png
Kendrick Brett Meek,Meek,Kendrick Brett,Kendrick Brett Meek,"Democratic Party, Florida, US Representative",kendrick_meek_red.png,kendrick_meek_blue.png
Michael H. Michaud,Michaud,Michael H.,Michael H. Michaud,"Democratic Party, Maine, US Representative",michael_michaud_red.png,michael_michaud_blue.png
Candice S. Miller,Miller,Candice S.,Candice S. Miller,"Republican Party, Michigan, US Representative",candice_miller_red.png,candice_miller_blue.png
Tim  Murphy,Murphy,Tim,Tim Murphy,"Republican Party, Pennsylvania, US Representative",tim_murphy_red.png,tim_murphy_blue.png
Marilyn N. Musgrave,Musgrave,Marilyn N.,Marilyn N. Musgrave,"Republican Party, Colorado, US Representative",marilyn_musgrave_red.png,marilyn_musgrave_blue.png
Lisa A. Murkowski,Murkowski,Lisa A.,Lisa A. Murkowski,"Republican Party, Alaska, Senator",lisa_murkowski_red.png,lisa_murkowski_blue.png
R. Bradley Miller,Miller,R. Bradley,R. Bradley Miller,"Democratic Party, North Carolina, US Representative",r._miller_red.png,r._miller_blue.png
Connie  Mack,Mack,Connie,Connie Mack,"Republican Party, Florida, US Representative",connie_mack_red.png,connie_mack_blue.png
Patrick T. McHenry,McHenry,Patrick T.,Patrick T. McHenry,"Republican Party, North Carolina, US Representative",patrick_mchenry_red.png,patrick_mchenry_blue.png
Michael T. McCaul,McCaul,Michael T.,Michael T. McCaul,"Republican Party, Texas, US Representative",michael_mccaul_red.png,michael_mccaul_blue.png
Kenny Ewell Marchant,Marchant,Kenny Ewell,Kenny Ewell Marchant,"Republican Party, Texas, US Representative",kenny_marchant_red.png,kenny_marchant_blue.png
Cathy  McMorris Rodgers,McMorris Rodgers,Cathy,Cathy McMorris Rodgers,"Republican Party, Washington, US Representative",cathy_mcmorris_rodgers_red.png,cathy_mcmorris_rodgers_blue.png
Gwen  Moore,Moore,Gwen,Gwen Moore,"Democratic Party, Wisconsin, US Representative",gwen_moore_red.png,gwen_moore_blue.png
Charles J. Melancon,Melancon,Charles J.,Charles J. Melancon,"Democratic Party, Louisiana, US Representative",charles_melancon_red.png,charles_melancon_blue.png
Mel  Martinez,Martinez,Mel,Mel Martinez,"Republican Party, Florida, Senator",mel_martinez_red.png,mel_martinez_blue.png
Doris O. Matsui,Matsui,Doris O.,Doris O. Matsui,"Democratic Party, California, US Representative",doris_matsui_red.png,doris_matsui_blue.png
Tim  Mahoney,Mahoney,Tim,Tim Mahoney,"Democratic Party, Florida, US Representative",tim_mahoney_red.png,tim_mahoney_blue.png
Kevin  McCarthy,McCarthy,Kevin,Kevin McCarthy,"Republican Party, California, US Representative",kevin_mccarthy_red.png,kevin_mccarthy_blue.png
Jerry  McNerney,McNerney,Jerry,Jerry McNerney,"Democratic Party, California, US Representative",jerry_mcnerney_red.png,jerry_mcnerney_blue.png
Harry E. Mitchell,Mitchell,Harry E.,Harry E. Mitchell,"Democratic Party, Arizona, US Representative",harry_mitchell_red.png,harry_mitchell_blue.png
Patrick J. Murphy,Murphy,Patrick J.,Patrick J. Murphy,"Democratic Party, Pennsylvania, US Representative",patrick_murphy_red.png,patrick_murphy_blue.png
Christopher S. Murphy,Murphy,Christopher S.,Christopher S. Murphy,"Democratic Party, Connecticut, Senator",christopher_murphy_red.png,christopher_murphy_blue.png
Claire  McCaskill,McCaskill,Claire,Claire McCaskill,"Democratic Party, Missouri, Senator",claire_mccaskill_red.png,claire_mccaskill_blue.png
Daniel B. Maffei,Maffei,Daniel B.,Daniel B. Maffei,"Democratic Party, New York, US Representative",daniel_maffei_red.png,daniel_maffei_blue.png
Betsy  Markey,Markey,Betsy,Betsy Markey,"Democratic Party, Colorado, US Representative",betsy_markey_red.png,betsy_markey_blue.png
Eric J. J. Massa,Massa,Eric J. J.,Eric J. J. Massa,"Democratic Party, New York, US Representative",eric_massa_red.png,eric_massa_blue.png
Michael E. McMahon,McMahon,Michael E.,Michael E. McMahon,"Democratic Party, New York, US Representative",michael_mcmahon_red.png,michael_mcmahon_blue.png
Walter  Minnick,Minnick,Walter,Walter Minnick,"Democratic Party, Idaho, US Representative",walter_minnick_red.png,walter_minnick_blue.png
Jeff  Merkley,Merkley,Jeff,Jeff Merkley,"Democratic Party, Oregon, Senator",jeff_merkley_red.png,jeff_merkley_blue.png
Tom  McClintock,McClintock,Tom,Tom McClintock,"Republican Party, California, US Representative",tom_mcclintock_red.png,tom_mcclintock_blue.png
Scott  Murphy,Murphy,Scott,Scott Murphy,"Democratic Party, New York, US Representative",scott_murphy_red.png,scott_murphy_blue.png
Tom  Marino,Marino,Tom,Tom Marino,"Republican Party, Pennsylvania, US Representative",tom_marino_red.png,tom_marino_blue.png
David B. McKinley,McKinley,David B.,David B. McKinley,"Republican Party, West Virginia, US Representative",david_mckinley_red.png,david_mckinley_blue.png
Patrick  Meehan,Meehan,Patrick,Patrick Meehan,"Republican Party, Pennsylvania, US Representative",patrick_meehan_red.png,patrick_meehan_blue.png
Mick  Mulvaney,Mulvaney,Mick,Mick Mulvaney,"Republican Party, South Carolina, US Representative",mick_mulvaney_red.png,mick_mulvaney_blue.png
Joe  Manchin,Manchin,Joe,Joe Manchin,"Democratic Party, West Virginia, Senator",joe_manchin_red.png,joe_manchin_blue.png
Thomas  Massie,Massie,Thomas,Thomas Massie,"Republican Party, Kentucky, US Representative",thomas_massie_red.png,thomas_massie_blue.png
Sean Patrick Maloney,Maloney,Sean Patrick,Sean Patrick Maloney,"Democratic Party, New York, US Representative",sean_maloney_red.png,sean_maloney_blue.png
Mark  Meadows,Meadows,Mark,Mark Meadows,"Republican Party, North Carolina, US Representative",mark_meadows_red.png,mark_meadows_blue.png
Grace  Meng,Meng,Grace,Grace Meng,"Democratic Party, New York, US Representative",grace_meng_red.png,grace_meng_blue.png
Luke  Messer,Messer,Luke,Luke Messer,"Republican Party, Indiana, US Representative",luke_messer_red.png,luke_messer_blue.png
Markwayne  Mullin,Mullin,Markwayne,Markwayne Mullin,"Republican Party, Oklahoma, US Representative",markwayne_mullin_red.png,markwayne_mullin_blue.png
Tom  MacArthur,MacArthur,Tom,Tom MacArthur,"Republican Party, New Jersey, US Representative",tom_macarthur_red.png,tom_macarthur_blue.png
John  Moolenaar,Moolenaar,John,John Moolenaar,"Republican Party, Michigan, US Representative",john_moolenaar_red.png,john_moolenaar_blue.png
Alex  Mooney,Mooney,Alex,Alex Mooney,"Republican Party, West Virginia, US Representative",alex_mooney_red.png,alex_mooney_blue.png
Seth  Moulton,Moulton,Seth,Seth Moulton,"Democratic Party, Massachusetts, US Representative",seth_moulton_red.png,seth_moulton_blue.png
Martha  McSally,McSally,Martha,Martha McSally,"Republican Party, Arizona, US Representative",martha_mcsally_red.png,martha_mcsally_blue.png
Roger  Marshall,Marshall,Roger,Roger Marshall,"Republican Party, Kansas, US Representative",roger_marshall_red.png,roger_marshall_blue.png
Brian  Mast,Mast,Brian,Brian Mast,"Republican Party, Florida, US Representative",brian_mast_red.png,brian_mast_blue.png
A.  McEachin,McEachin,A.,A. McEachin,"Democratic Party, Virginia, US Representative",a._mceachin_red.png,a._mceachin_blue.png
Paul  Mitchell,Mitchell,Paul,Paul Mitchell,"Republican Party, Michigan, US Representative",paul_mitchell_red.png,paul_mitchell_blue.png
Stephanie  Murphy,Murphy,Stephanie,Stephanie Murphy,"Democratic Party, Florida, US Representative",stephanie_murphy_red.png,stephanie_murphy_blue.png
Jerrold L. Nadler,Nadler,Jerrold L.,Jerrold L. Nadler,"Democratic Party, New York, US Representative",jerrold_nadler_red.png,jerrold_nadler_blue.png
Richard E. Neal,Neal,Richard E.,Richard E. Neal,"Democratic Party, Massachusetts, US Representative",richard_neal_red.png,richard_neal_blue.png
Bill  Nelson,Nelson,Bill,Bill Nelson,"Democratic Party, Florida, Senator",bill_nelson_red.png,bill_nelson_blue.png
Richard M. Nolan,Nolan,Richard M.,Richard M. Nolan,"Democratic Party, Minnesota, US Representative",richard_nolan_red.png,richard_nolan_blue.png
Charles W. Norwood,Norwood,Charles W.,Charles W. Norwood,"Republican Party, Georgia, US Representative",charles_norwood_red.png,charles_norwood_blue.png
Grace F. Napolitano,Napolitano,Grace F.,Grace F. Napolitano,"Democratic Party, California, US Representative",grace_napolitano_red.png,grace_napolitano_blue.png
Ben E. Nelson,Nelson,Ben E.,Ben E. Nelson,"Democratic Party, Nebraska, Senator",ben_nelson_red.png,ben_nelson_blue.png
Devin G. Nunes,Nunes,Devin G.,Devin G. Nunes,"Republican Party, California, US Representative",devin_nunes_red.png,devin_nunes_blue.png
Randy  Neugebauer,Neugebauer,Randy,Randy Neugebauer,"Republican Party, Texas, US Representative",randy_neugebauer_red.png,randy_neugebauer_blue.png
Glenn C. Nye,Nye,Glenn C.,Glenn C. Nye,"Democratic Party, Virginia, US Representative",glenn_nye_red.png,glenn_nye_blue.png
Kristi L. Noem,Noem,Kristi L.,Kristi L. Noem,"Republican Party, South Dakota, US Representative",kristi_noem_red.png,kristi_noem_blue.png
Richard B. Nugent,Nugent,Richard B.,Richard B. Nugent,"Republican Party, Florida, US Representative",richard_nugent_red.png,richard_nugent_blue.png
Alan  Nunnelee,Nunnelee,Alan,Alan Nunnelee,"Republican Party, Mississippi, US Representative",alan_nunnelee_red.png,alan_nunnelee_blue.png
Donald W. Norcross,Norcross,Donald W.,Donald W. Norcross,"Democratic Party, New Jersey, US Representative",donald_norcross_red.png,donald_norcross_blue.png
Dan  Newhouse,Newhouse,Dan,Dan Newhouse,"Republican Party, Washington, US Representative",dan_newhouse_red.png,dan_newhouse_blue.png
James L. Oberstar,Oberstar,James L.,James L. Oberstar,"Democratic Party, Minnesota, US Representative",james_oberstar_red.png,james_oberstar_blue.png
David Ross Obey,Obey,David Ross,David Ross Obey,"Democratic Party, Wisconsin, US Representative",david_obey_red.png,david_obey_blue.png
John W. Olver,Olver,John W.,John W. Olver,"Democratic Party, Massachusetts, US Representative",john_olver_red.png,john_olver_blue.png
Solomon P. Ortiz,Ortiz,Solomon P.,Solomon P. Ortiz,"Democratic Party, Texas, US Representative",solomon_ortiz_red.png,solomon_ortiz_blue.png
Pete  Olson,Olson,Pete,Pete Olson,"Republican Party, Texas, US Representative",pete_olson_red.png,pete_olson_blue.png
William L. Owens,Owens,William L.,William L. Owens,"Democratic Party, New York, US Representative",william_owens_red.png,william_owens_blue.png
Beto  O'Rourke,O'Rourke,Beto,Beto O'Rourke,"Democratic Party, Texas, US Representative",beto_o'rourke_red.png,beto_o'rourke_blue.png
Tom  O'Halleran,O'Halleran,Tom,Tom O'Halleran,"Democratic Party, Arizona, US Representative",tom_o'halleran_red.png,tom_o'halleran_blue.png
Frank J. Pallone,Pallone,Frank J.,Frank J. Pallone,"Democratic Party, New Jersey, US Representative",frank_pallone_red.png,frank_pallone_blue.png
Bill J. Pascrell,Pascrell,Bill J.,Bill J. Pascrell,"Democratic Party, New Jersey, US Representative",bill_pascrell_red.png,bill_pascrell_blue.png
Ed  Pastor,Pastor,Ed,Ed Pastor,"Democratic Party, Arizona, US Representative",ed_pastor_red.png,ed_pastor_blue.png
Nancy  Pelosi,Pelosi,Nancy,Nancy Pelosi,"Democratic Party, California, US Representative",nancy_pelosi_red.png,nancy_pelosi_blue.png
Collin Clark Peterson,Peterson,Collin Clark,Collin Clark Peterson,"Democratic Party, Minnesota, US Representative",collin_peterson_red.png,collin_peterson_blue.png
John E. Peterson,Peterson,John E.,John E. Peterson,"Republican Party, Pennsylvania, US Representative",john_peterson_red.png,john_peterson_blue.png
Thomas E. Petri,Petri,Thomas E.,Thomas E. Petri,"Republican Party, Wisconsin, US Representative",thomas_petri_red.png,thomas_petri_blue.png
Charles W. Pickering,Pickering,Charles W.,Charles W. Pickering,"Republican Party, Mississippi, US Representative",charles_pickering_red.png,charles_pickering_blue.png
Joseph R. Pitts,Pitts,Joseph R.,Joseph R. Pitts,"Republican Party, Pennsylvania, US Representative",joseph_pitts_red.png,joseph_pitts_blue.png
Earl Ralph Pomeroy,Pomeroy,Earl Ralph,Earl Ralph Pomeroy,"Democratic Party, North Dakota, US Representative",earl_pomeroy_red.png,earl_pomeroy_blue.png
Robert J. Portman,Portman,Robert J.,Robert J. Portman,"Republican Party, Ohio, Senator",robert_portman_red.png,robert_portman_blue.png
David E. Price,Price,David E.,David E. Price,"Democratic Party, North Carolina, US Representative",david_price_red.png,david_price_blue.png
Deborah D. Pryce,Pryce,Deborah D.,Deborah D. Pryce,"Republican Party, Ohio, US Representative",deborah_pryce_red.png,deborah_pryce_blue.png
Ronald E. Paul,Paul,Ronald E.,Ronald E. Paul,"Republican Party, Texas, US Representative",ronald_paul_red.png,ronald_paul_blue.png
Todd R. Platts,Platts,Todd R.,Todd R. Platts,"Republican Party, Pennsylvania, US Representative",todd_platts_red.png,todd_platts_blue.png
Adam H. Putnam,Putnam,Adam H.,Adam H. Putnam,"Republican Party, Florida, US Representative",adam_putnam_red.png,adam_putnam_blue.png
Mike  Pence,Pence,Mike,Mike Pence,"Republican Party, Indiana, US Representative",mike_pence_red.png,mike_pence_blue.png
Stevan E. Pearce,Pearce,Stevan E.,Stevan E. Pearce,"Republican Party, New Mexico, US Representative",stevan_pearce_red.png,stevan_pearce_blue.png
Jon Christopher Porter,Porter,Jon Christopher,Jon Christopher Porter,"Republican Party, Nevada, US Representative",jon_porter_red.png,jon_porter_blue.png
Mark  Pryor,Pryor,Mark,Mark Pryor,"Democratic Party, Arkansas, Senator",mark_pryor_red.png,mark_pryor_blue.png
Tom  Price,Price,Tom,Tom Price,"Republican Party, Georgia, US Representative",tom_price_red.png,tom_price_blue.png
Ted  Poe,Poe,Ted,Ted Poe,"Republican Party, Texas, US Representative",ted_poe_red.png,ted_poe_blue.png
Ed  Perlmutter,Perlmutter,Ed,Ed Perlmutter,"Democratic Party, Colorado, US Representative",ed_perlmutter_red.png,ed_perlmutter_blue.png
Erik  Paulsen,Paulsen,Erik,Erik Paulsen,"Republican Party, Minnesota, US Representative",erik_paulsen_red.png,erik_paulsen_blue.png
Gary C. Peters,Peters,Gary C.,Gary C. Peters,"Democratic Party, Michigan, Senator",gary_peters_red.png,gary_peters_blue.png
Chellie  Pingree,Pingree,Chellie,Chellie Pingree,"Democratic Party, Maine, US Representative",chellie_pingree_red.png,chellie_pingree_blue.png
Jared  Polis,Polis,Jared,Jared Polis,"Democratic Party, Colorado, US Representative",jared_polis_red.png,jared_polis_blue.png
Bill  Posey,Posey,Bill,Bill Posey,"Republican Party, Florida, US Representative",bill_posey_red.png,bill_posey_blue.png
Thomas S. P. Perriello,Perriello,Thomas S. P.,Thomas S. P. Perriello,"Democratic Party, Virginia, US Representative",thomas_perriello_red.png,thomas_perriello_blue.png
Steven M. Palazzo,Palazzo,Steven M.,Steven M. Palazzo,"Republican Party, Mississippi, US Representative",steven_palazzo_red.png,steven_palazzo_blue.png
Mike  Pompeo,Pompeo,Mike,Mike Pompeo,"Republican Party, Kansas, US Representative",mike_pompeo_red.png,mike_pompeo_blue.png
Donald M. Payne,Payne,Donald M.,Donald M. Payne,"Democratic Party, New Jersey, US Representative",donald_payne_red.png,donald_payne_blue.png
Scott  Perry,Perry,Scott,Scott Perry,"Republican Party, Pennsylvania, US Representative",scott_perry_red.png,scott_perry_blue.png
Robert  Pittenger,Pittenger,Robert,Robert Pittenger,"Republican Party, North Carolina, US Representative",robert_pittenger_red.png,robert_pittenger_blue.png
Mark  Pocan,Pocan,Mark,Mark Pocan,"Democratic Party, Wisconsin, US Representative",mark_pocan_red.png,mark_pocan_blue.png
Scott H. Peters,Peters,Scott H.,Scott H. Peters,"Democratic Party, California, US Representative",scott_peters_red.png,scott_peters_blue.png
Gary  Palmer,Palmer,Gary,Gary Palmer,"Republican Party, Alabama, US Representative",gary_palmer_red.png,gary_palmer_blue.png
Bruce  Poliquin,Poliquin,Bruce,Bruce Poliquin,"Republican Party, Maine, US Representative",bruce_poliquin_red.png,bruce_poliquin_blue.png
David  Perdue,Perdue,David,David Perdue,"Republican Party, Georgia, Senator",david_perdue_red.png,david_perdue_blue.png
Jimmy  Panetta,Panetta,Jimmy,Jimmy Panetta,"Democratic Party, California, US Representative",jimmy_panetta_red.png,jimmy_panetta_blue.png
Mike  Quigley,Quigley,Mike,Mike Quigley,"Democratic Party, Illinois, US Representative",mike_quigley_red.png,mike_quigley_blue.png
Ben  Quayle,Quayle,Ben,Ben Quayle,"Republican Party, Arizona, US Representative",ben_quayle_red.png,ben_quayle_blue.png
George P. Radanovich,Radanovich,George P.,George P. Radanovich,"Republican Party, California, US Representative",george_radanovich_red.png,george_radanovich_blue.png
Nick J. Rahall,Rahall,Nick J.,Nick J. Rahall,"Democratic Party, West Virginia, US Representative",nick_rahall_red.png,nick_rahall_blue.png
James M. Ramstad,Ramstad,James M.,James M. Ramstad,"Republican Party, Minnesota, US Representative",james_ramstad_red.png,james_ramstad_blue.png
Charles B. Rangel,Rangel,Charles B.,Charles B. Rangel,"Democratic Party, New York, US Representative",charles_rangel_red.png,charles_rangel_blue.png
John F. Reed,Reed,John F.,John F. Reed,"Democratic Party, Rhode Island, Senator",john_reed_red.png,john_reed_blue.png
Ralph  Regula,Regula,Ralph,Ralph Regula,"Republican Party, Ohio, US Representative",ralph_regula_red.png,ralph_regula_blue.png
Harry M. Reid,Reid,Harry M.,Harry M. Reid,"Democratic Party, Nevada, Senator",harry_reid_red.png,harry_reid_blue.png
Silvestre  Reyes,Reyes,Silvestre,Silvestre Reyes,"Democratic Party, Texas, US Representative",silvestre_reyes_red.png,silvestre_reyes_blue.png
Pat  Roberts,Roberts,Pat,Pat Roberts,"Republican Party, Kansas, Senator",pat_roberts_red.png,pat_roberts_blue.png
John D. Rockefeller,Rockefeller,John D.,John D. Rockefeller,"Democratic Party, West Virginia, Senator",john_rockefeller_red.png,john_rockefeller_blue.png
Harold  Rogers,Rogers,Harold,Harold Rogers,"Republican Party, Kentucky, US Representative",harold_rogers_red.png,harold_rogers_blue.png
Dana T. Rohrabacher,Rohrabacher,Dana T.,Dana T. Rohrabacher,"Republican Party, California, US Representative",dana_rohrabacher_red.png,dana_rohrabacher_blue.png
Ileana  Ros-Lehtinen,Ros-Lehtinen,Ileana,Ileana Ros-Lehtinen,"Republican Party, Florida, US Representative",ileana_ros-lehtinen_red.png,ileana_ros-lehtinen_blue.png
Steven R. Rothman,Rothman,Steven R.,Steven R. Rothman,"Democratic Party, New Jersey, US Representative",steven_rothman_red.png,steven_rothman_blue.png
Lucille  Roybal-Allard,Roybal-Allard,Lucille,Lucille Roybal-Allard,"Democratic Party, California, US Representative",lucille_roybal-allard_red.png,lucille_roybal-allard_blue.png
Edward R. Royce,Royce,Edward R.,Edward R. Royce,"Republican Party, California, US Representative",edward_royce_red.png,edward_royce_blue.png
Bobby L. Rush,Rush,Bobby L.,Bobby L. Rush,"Democratic Party, Illinois, US Representative",bobby_rush_red.png,bobby_rush_blue.png
Ciro D. Rodriguez,Rodriguez,Ciro D.,Ciro D. Rodriguez,"Democratic Party, Texas, US Representative",ciro_rodriguez_red.png,ciro_rodriguez_blue.png
Thomas M. Reynolds,Reynolds,Thomas M.,Thomas M. Reynolds,"Republican Party, New York, US Representative",thomas_reynolds_red.png,thomas_reynolds_blue.png
Paul D. Ryan,Ryan,Paul D.,Paul D. Ryan,"Republican Party, Wisconsin, US Representative",paul_ryan_red.png,paul_ryan_blue.png
Dennis  Rehberg,Rehberg,Dennis,Dennis Rehberg,"Republican Party, Montana, US Representative",dennis_rehberg_red.png,dennis_rehberg_blue.png
Mike  Ross,Ross,Mike,Mike Ross,"Democratic Party, Arkansas, US Representative",mike_ross_red.png,mike_ross_blue.png
Rick  Renzi,Renzi,Rick,Rick Renzi,"Republican Party, Arizona, US Representative",rick_renzi_red.png,rick_renzi_blue.png
Mike  Rogers,Rogers,Mike,Mike Rogers,"Republican Party, Alabama, US Representative",mike_rogers_red.png,mike_rogers_blue.png
C. A. Dutch Ruppersberger,Ruppersberger,C. A. Dutch,C. A. Dutch Ruppersberger,"Democratic Party, Maryland, US Representative",c._ruppersberger_red.png,c._ruppersberger_blue.png
Tim J. Ryan,Ryan,Tim J.,Tim J. Ryan,"Democratic Party, Ohio, US Representative",tim_ryan_red.png,tim_ryan_blue.png
David G. Reichert,Reichert,David G.,David G. Reichert,"Republican Party, Washington, US Representative",david_reichert_red.png,david_reichert_blue.png
Peter J. Roskam,Roskam,Peter J.,Peter J. Roskam,"Republican Party, Illinois, US Representative",peter_roskam_red.png,peter_roskam_blue.png
Laura  Richardson,Richardson,Laura,Laura Richardson,"Democratic Party, California, US Representative",laura_richardson_red.png,laura_richardson_blue.png
David P. Roe,Roe,David P.,David P. Roe,"Republican Party, Tennessee, US Representative",david_roe_red.png,david_roe_blue.png
Thomas J. Rooney,Rooney,Thomas J.,Thomas J. Rooney,"Republican Party, Florida, US Representative",thomas_rooney_red.png,thomas_rooney_blue.png
James  Risch,Risch,James,James Risch,"Republican Party, Idaho, Senator",james_risch_red.png,james_risch_blue.png
Tom W. Reed,Reed,Tom W.,Tom W. Reed,"Republican Party, New York, US Representative",tom_reed_red.png,tom_reed_blue.png
James B. Renacci,Renacci,James B.,James B. Renacci,"Republican Party, Ohio, US Representative",james_renacci_red.png,james_renacci_blue.png
Reid J. Ribble,Ribble,Reid J.,Reid J. Ribble,"Republican Party, Wisconsin, US Representative",reid_ribble_red.png,reid_ribble_blue.png
Cedric L. Richmond,Richmond,Cedric L.,Cedric L. Richmond,"Democratic Party, Louisiana, US Representative",cedric_richmond_red.png,cedric_richmond_blue.png
Edward Scott Rigell,Rigell,Edward Scott,Edward Scott Rigell,"Republican Party, Virginia, US Representative",edward_rigell_red.png,edward_rigell_blue.png
David  Rivera,Rivera,David,David Rivera,"Republican Party, Florida, US Representative",david_rivera_red.png,david_rivera_blue.png
Martha  Roby,Roby,Martha,Martha Roby,"Republican Party, Alabama, US Representative",martha_roby_red.png,martha_roby_blue.png
Todd  Rokita,Rokita,Todd,Todd Rokita,"Republican Party, Indiana, US Representative",todd_rokita_red.png,todd_rokita_blue.png
Dennis A. Ross,Ross,Dennis A.,Dennis A. Ross,"Republican Party, Florida, US Representative",dennis_ross_red.png,dennis_ross_blue.png
Jon  Runyan,Runyan,Jon,Jon Runyan,"Republican Party, New Jersey, US Representative",jon_runyan_red.png,jon_runyan_blue.png
Tom  Rice,Rice,Tom,Tom Rice,"Republican Party, South Carolina, US Representative",tom_rice_red.png,tom_rice_blue.png
Keith J. Rothfus,Rothfus,Keith J.,Keith J. Rothfus,"Republican Party, Pennsylvania, US Representative",keith_rothfus_red.png,keith_rothfus_blue.png
Raul  Ruiz,Ruiz,Raul,Raul Ruiz,"Democratic Party, California, US Representative",raul_ruiz_red.png,raul_ruiz_blue.png
John  Ratcliffe,Ratcliffe,John,John Ratcliffe,"Republican Party, Texas, US Representative",john_ratcliffe_red.png,john_ratcliffe_blue.png
Kathleen  Rice,Rice,Kathleen,Kathleen Rice,"Democratic Party, New York, US Representative",kathleen_rice_red.png,kathleen_rice_blue.png
David  Rouzer,Rouzer,David,David Rouzer,"Republican Party, North Carolina, US Representative",david_rouzer_red.png,david_rouzer_blue.png
Steve  Russell,Russell,Steve,Steve Russell,"Republican Party, Oklahoma, US Representative",steve_russell_red.png,steve_russell_blue.png
Mike  Rounds,Rounds,Mike,Mike Rounds,"Republican Party, South Dakota, Senator",mike_rounds_red.png,mike_rounds_blue.png
